Date | 6/5/2019 8:34:48 AM   Msg | [INFO] Bot stopped...   
Date | 6/5/2019 5:19:47 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 111sec   
Date | 6/5/2019 5:19:47 AM   Msg | [ENCOUNTER] You successfully caught Gourgeist!   
Date | 6/5/2019 5:17:55 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 5:17:25 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 81sec   
Date | 6/5/2019 5:17:25 AM   Msg | [ENCOUNTER] You successfully caught Dwebble!   
Date | 6/5/2019 5:16:04 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 5:15:44 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 56sec   
Date | 6/5/2019 5:15:44 AM   Msg | [ENCOUNTER] You successfully caught Duskull!   
Date | 6/5/2019 5:14:47 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 5:14:33 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 23sec   
Date | 6/5/2019 5:14:33 AM   Msg | [ENCOUNTER] You successfully caught Magikarp!   
Date | 6/5/2019 5:14:09 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 5:13:44 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 69sec   
Date | 6/5/2019 5:13:44 AM   Msg | [ENCOUNTER] You successfully caught Magmortar!   
Date | 6/5/2019 5:12:35 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 5:12:26 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 67sec   
Date | 6/5/2019 5:12:26 AM   Msg | [ENCOUNTER] You successfully caught Floatzel!   
Date | 6/5/2019 5:11:18 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 5:10:54 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 58sec   
Date | 6/5/2019 5:10:54 AM   Msg | [ENCOUNTER] You successfully caught Swablu!   
Date | 6/5/2019 5:09:55 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 5:09:46 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 92sec   
Date | 6/5/2019 5:09:46 AM   Msg | [ENCOUNTER] You successfully caught Zweilous!   
Date | 6/5/2019 5:08:13 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 5:07:45 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 81sec   
Date | 6/5/2019 5:07:45 AM   Msg | [ENCOUNTER] You successfully caught Dwebble!   
Date | 6/5/2019 5:06:24 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 5:05:56 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 43sec   
Date | 6/5/2019 5:05:56 AM   Msg | [ENCOUNTER] You successfully caught Nuzleaf!   
Date | 6/5/2019 5:05:13 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 5:04:09 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 91sec   
Date | 6/5/2019 5:04:09 AM   Msg | [ENCOUNTER] You successfully caught Cubchoo!   
Date | 6/5/2019 5:02:37 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 5:01:29 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 107sec   
Date | 6/5/2019 5:01:29 AM   Msg | [ENCOUNTER] You successfully caught Rowlet!   
Date | 6/5/2019 4:59:41 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:57:30 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 8sec   
Date | 6/5/2019 4:57:30 AM   Msg | [ENCOUNTER] You successfully caught Venomoth!   
Date | 6/5/2019 4:57:22 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:56:45 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 67sec   
Date | 6/5/2019 4:56:45 AM   Msg | [ENCOUNTER] You successfully caught Floatzel!   
Date | 6/5/2019 4:55:38 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:54:54 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 90sec   
Date | 6/5/2019 4:54:54 AM   Msg | [ENCOUNTER] You successfully caught Escavalier!   
Date | 6/5/2019 4:53:23 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:52:46 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 51sec   
Date | 6/5/2019 4:52:46 AM   Msg | [ENCOUNTER] You successfully caught Slakoth!   
Date | 6/5/2019 4:51:55 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:51:27 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 28sec   
Date | 6/5/2019 4:51:27 AM   Msg | [ENCOUNTER] You successfully caught Cleffa!   
Date | 6/5/2019 4:50:59 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:50:35 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 48sec   
Date | 6/5/2019 4:50:35 AM   Msg | [ENCOUNTER] You successfully caught Shroomish!   
Date | 6/5/2019 4:49:46 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:49:25 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 105sec   
Date | 6/5/2019 4:49:25 AM   Msg | [ENCOUNTER] You successfully caught Pumpkaboo!   
Date | 6/5/2019 4:47:40 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:47:36 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 49sec   
Date | 6/5/2019 4:47:36 AM   Msg | [ENCOUNTER] You successfully caught Wingull!   
Date | 6/5/2019 4:46:46 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:45:21 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 50sec   
Date | 6/5/2019 4:45:21 AM   Msg | [ENCOUNTER] You successfully caught Ninjask!   
Date | 6/5/2019 4:44:30 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:44:21 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 14sec   
Date | 6/5/2019 4:44:21 AM   Msg | [ENCOUNTER] You successfully caught Graveler!   
Date | 6/5/2019 4:44:07 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:43:46 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 33sec   
Date | 6/5/2019 4:43:46 AM   Msg | [ENCOUNTER] You successfully caught Forretress!   
Date | 6/5/2019 4:43:12 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:42:47 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 104sec   
Date | 6/5/2019 4:42:47 AM   Msg | [ENCOUNTER] You successfully caught Honedge!   
Date | 6/5/2019 4:41:02 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:40:28 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 56sec   
Date | 6/5/2019 4:40:28 AM   Msg | [ENCOUNTER] You successfully caught Spoink!   
Date | 6/5/2019 4:39:32 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:37:57 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 54sec   
Date | 6/5/2019 4:37:57 AM   Msg | [ENCOUNTER] You successfully caught Carvanha!   
Date | 6/5/2019 4:37:02 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:35:34 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 10sec   
Date | 6/5/2019 4:35:34 AM   Msg | [ENCOUNTER] You successfully caught Psyduck!   
Date | 6/5/2019 4:35:24 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:34:19 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 81sec   
Date | 6/5/2019 4:34:19 AM   Msg | [ENCOUNTER] You successfully caught Cinccino!   
Date | 6/5/2019 4:32:58 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:32:21 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 103sec   
Date | 6/5/2019 4:32:21 AM   Msg | [ENCOUNTER] You successfully caught Goomy!   
Date | 6/5/2019 4:30:38 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:29:13 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 78sec   
Date | 6/5/2019 4:29:13 AM   Msg | [ENCOUNTER] You successfully caught Palpitoad!   
Date | 6/5/2019 4:27:54 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:26:40 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 76sec   
Date | 6/5/2019 4:26:40 AM   Msg | [ENCOUNTER] You successfully caught Pansear!   
Date | 6/5/2019 4:25:23 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:23:54 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 108sec   
Date | 6/5/2019 4:23:54 AM   Msg | [ENCOUNTER] You successfully caught Talonflame!   
Date | 6/5/2019 4:22:06 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:21:12 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 28sec   
Date | 6/5/2019 4:21:12 AM   Msg | [ENCOUNTER] You successfully caught Cyndaquil!   
Date | 6/5/2019 4:20:44 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:18:55 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 27sec   
Date | 6/5/2019 4:18:55 AM   Msg | [ENCOUNTER] You successfully caught Togepi!   
Date | 6/5/2019 4:18:28 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:17:44 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 66sec   
Date | 6/5/2019 4:17:44 AM   Msg | [ENCOUNTER] You successfully caught Bronzor!   
Date | 6/5/2019 4:16:38 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:16:23 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 22sec   
Date | 6/5/2019 4:16:23 AM   Msg | [ENCOUNTER] You successfully caught Horsea!   
Date | 6/5/2019 4:16:01 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:15:46 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 95sec   
Date | 6/5/2019 4:15:46 AM   Msg | [ENCOUNTER] You successfully caught Mienfoo!   
Date | 6/5/2019 4:14:11 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:13:31 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 27sec   
Date | 6/5/2019 4:13:31 AM   Msg | [ENCOUNTER] You successfully caught Togepi!   
Date | 6/5/2019 4:13:03 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:11:08 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 10sec   
Date | 6/5/2019 4:11:08 AM   Msg | [ENCOUNTER] You successfully caught Mankey!   
Date | 6/5/2019 4:10:58 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:10:27 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 33sec   
Date | 6/5/2019 4:10:27 AM   Msg | [ENCOUNTER] You successfully caught Slowking!   
Date | 6/5/2019 4:09:53 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:08:34 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 94sec   
Date | 6/5/2019 4:08:34 AM   Msg | [ENCOUNTER] You successfully caught Beartic!   
Date | 6/5/2019 4:07:00 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:05:38 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 30sec   
Date | 6/5/2019 4:05:38 AM   Msg | [ENCOUNTER] You successfully caught Azumarill!   
Date | 6/5/2019 4:05:07 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:04:20 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 119sec   
Date | 6/5/2019 4:04:20 AM   Msg | [ENCOUNTER] You successfully caught Yungoos!   
Date | 6/5/2019 4:02:21 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:02:17 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 43sec   
Date | 6/5/2019 4:02:17 AM   Msg | [ENCOUNTER] You successfully caught Blaziken!   
Date | 6/5/2019 4:01:34 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 4:01:12 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 56sec   
Date | 6/5/2019 4:01:12 AM   Msg | [ENCOUNTER] You successfully caught Duskull!   
Date | 6/5/2019 4:00:16 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:59:29 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 47sec   
Date | 6/5/2019 3:59:29 AM   Msg | [ENCOUNTER] You successfully caught Whismur!   
Date | 6/5/2019 3:58:41 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:58:07 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 33sec   
Date | 6/5/2019 3:58:07 AM   Msg | [ENCOUNTER] You successfully caught Hoppip!   
Date | 6/5/2019 3:57:33 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:57:06 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 27sec   
Date | 6/5/2019 3:57:06 AM   Msg | [ENCOUNTER] You successfully caught Aerodactyl!   
Date | 6/5/2019 3:56:38 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:54:24 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 107sec   
Date | 6/5/2019 3:54:24 AM   Msg | [ENCOUNTER] You successfully caught Tyrantrum!   
Date | 6/5/2019 3:52:36 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:51:38 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 1sec   
Date | 6/5/2019 3:51:38 AM   Msg | [ENCOUNTER] You successfully caught Squirtle!   
Date | 6/5/2019 3:51:37 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:51:28 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 44sec   
Date | 6/5/2019 3:51:28 AM   Msg | [ENCOUNTER] You successfully caught Cascoon!   
Date | 6/5/2019 3:50:43 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:50:29 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 94sec   
Date | 6/5/2019 3:50:29 AM   Msg | [ENCOUNTER] You successfully caught Elgyem!   
Date | 6/5/2019 3:48:54 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:48:20 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 5sec   
Date | 6/5/2019 3:48:20 AM   Msg | [ENCOUNTER] You successfully caught Vulpix!   
Date | 6/5/2019 3:48:15 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:46:46 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 94sec   
Date | 6/5/2019 3:46:46 AM   Msg | [ENCOUNTER] You successfully caught Mienfoo!   
Date | 6/5/2019 3:45:12 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:44:48 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 1sec   
Date | 6/5/2019 3:44:48 AM   Msg | [ENCOUNTER] You successfully caught Weedle!   
Date | 6/5/2019 3:44:46 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:43:35 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 57sec   
Date | 6/5/2019 3:43:35 AM   Msg | [ENCOUNTER] You successfully caught Feebas!   
Date | 6/5/2019 3:42:37 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:41:54 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 92sec   
Date | 6/5/2019 3:41:54 AM   Msg | [ENCOUNTER] You successfully caught Emolga!   
Date | 6/5/2019 3:40:21 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:39:17 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 61sec   
Date | 6/5/2019 3:39:17 AM   Msg | [ENCOUNTER] You successfully caught Starly!   
Date | 6/5/2019 3:38:15 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:37:48 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 23sec   
Date | 6/5/2019 3:37:48 AM   Msg | [ENCOUNTER] You successfully caught Magikarp!   
Date | 6/5/2019 3:37:24 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:36:44 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 1sec   
Date | 6/5/2019 3:36:44 AM   Msg | [ENCOUNTER] You successfully caught Caterpie!   
Date | 6/5/2019 3:36:42 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:35:43 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 32sec   
Date | 6/5/2019 3:35:43 AM   Msg | [ENCOUNTER] You successfully caught Politoed!   
Date | 6/5/2019 3:35:11 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:35:07 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 34sec   
Date | 6/5/2019 3:35:07 AM   Msg | [ENCOUNTER] You successfully caught Dunsparce!   
Date | 6/5/2019 3:34:32 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:32:56 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 100sec   
Date | 6/5/2019 3:32:56 AM   Msg | [ENCOUNTER] You successfully caught Spritzee!   
Date | 6/5/2019 3:31:15 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:30:34 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 118sec   
Date | 6/5/2019 3:30:34 AM   Msg | [ENCOUNTER] You successfully caught Cutiefly!   
Date | 6/5/2019 3:28:36 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:28:12 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 37sec   
Date | 6/5/2019 3:28:12 AM   Msg | [ENCOUNTER] You successfully caught Porygon2!   
Date | 6/5/2019 3:27:35 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:27:26 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 101sec   
Date | 6/5/2019 3:27:26 AM   Msg | [ENCOUNTER] You successfully caught Fletchling!   
Date | 6/5/2019 3:25:44 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:25:35 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 57sec   
Date | 6/5/2019 3:25:35 AM   Msg | [ENCOUNTER] You successfully caught Cacnea!   
Date | 6/5/2019 3:24:38 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:22:52 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 91sec   
Date | 6/5/2019 3:22:52 AM   Msg | [ENCOUNTER] You successfully caught Karrablast!   
Date | 6/5/2019 3:21:20 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:19:40 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 97sec   
Date | 6/5/2019 3:19:40 AM   Msg | [ENCOUNTER] You successfully caught Tynamo!   
Date | 6/5/2019 3:18:02 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:17:01 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 120sec   
Date | 6/5/2019 3:17:01 AM   Msg | [ENCOUNTER] You successfully caught Mudbray!   
Date | 6/5/2019 3:15:01 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:13:50 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 49sec   
Date | 6/5/2019 3:13:50 AM   Msg | [ENCOUNTER] You successfully caught Shroomish!   
Date | 6/5/2019 3:13:01 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:12:46 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 42sec   
Date | 6/5/2019 3:12:46 AM   Msg | [ENCOUNTER] You successfully caught Elekid!   
Date | 6/5/2019 3:12:04 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:11:55 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 91sec   
Date | 6/5/2019 3:11:55 AM   Msg | [ENCOUNTER] You successfully caught Joltik!   
Date | 6/5/2019 3:10:23 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:10:00 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 11sec   
Date | 6/5/2019 3:10:00 AM   Msg | [ENCOUNTER] You successfully caught Poliwag!   
Date | 6/5/2019 3:09:48 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:09:01 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 24sec   
Date | 6/5/2019 3:09:01 AM   Msg | [ENCOUNTER] You successfully caught Vaporeon!   
Date | 6/5/2019 3:08:37 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:08:33 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 113sec   
Date | 6/5/2019 3:08:33 AM   Msg | [ENCOUNTER] You successfully caught Fletchinder!   
Date | 6/5/2019 3:06:40 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:06:12 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 76sec   
Date | 6/5/2019 3:06:12 AM   Msg | [ENCOUNTER] You successfully caught Munna!   
Date | 6/5/2019 3:04:55 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:03:19 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 3sec   
Date | 6/5/2019 3:03:19 AM   Msg | [ENCOUNTER] You successfully caught Pikachu!   
Date | 6/5/2019 3:03:15 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:02:48 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 52sec   
Date | 6/5/2019 3:02:48 AM   Msg | [ENCOUNTER] You successfully caught Corphish!   
Date | 6/5/2019 3:01:56 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 3:00:41 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 57sec   
Date | 6/5/2019 3:00:41 AM   Msg | [ENCOUNTER] You successfully caught Cacnea!   
Date | 6/5/2019 2:59:44 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:57:44 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 50sec   
Date | 6/5/2019 2:57:44 AM   Msg | [ENCOUNTER] You successfully caught Delcatty!   
Date | 6/5/2019 2:56:53 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:56:44 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 50sec   
Date | 6/5/2019 2:56:44 AM   Msg | [ENCOUNTER] You successfully caught Numel!   
Date | 6/5/2019 2:55:54 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:54:56 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 36sec   
Date | 6/5/2019 2:54:56 AM   Msg | [ENCOUNTER] You successfully caught Ursaring!   
Date | 6/5/2019 2:54:20 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:52:37 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 114sec   
Date | 6/5/2019 2:52:37 AM   Msg | [ENCOUNTER] You successfully caught Mareanie!   
Date | 6/5/2019 2:50:42 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:49:30 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 43sec   
Date | 6/5/2019 2:49:30 AM   Msg | [ENCOUNTER] You successfully caught Silcoon!   
Date | 6/5/2019 2:48:47 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:47:15 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 87sec   
Date | 6/5/2019 2:47:15 AM   Msg | [ENCOUNTER] You successfully caught Foongus!   
Date | 6/5/2019 2:45:48 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:45:21 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 2sec   
Date | 6/5/2019 2:45:21 AM   Msg | [ENCOUNTER] You successfully caught Pidgey!   
Date | 6/5/2019 2:45:18 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:44:41 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 48sec   
Date | 6/5/2019 2:44:41 AM   Msg | [ENCOUNTER] You successfully caught Aron!   
Date | 6/5/2019 2:43:53 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:43:33 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 81sec   
Date | 6/5/2019 2:43:33 AM   Msg | [ENCOUNTER] You successfully caught Roggenrola!   
Date | 6/5/2019 2:42:11 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:42:02 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 10sec   
Date | 6/5/2019 2:42:02 AM   Msg | [ENCOUNTER] You successfully caught Mankey!   
Date | 6/5/2019 2:41:51 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:40:44 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 90sec   
Date | 6/5/2019 2:40:44 AM   Msg | [ENCOUNTER] You successfully caught Golett!   
Date | 6/5/2019 2:39:13 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:38:49 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 3sec   
Date | 6/5/2019 2:38:49 AM   Msg | [ENCOUNTER] You successfully caught Sandshrew!   
Date | 6/5/2019 2:38:45 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:35:45 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 94sec   
Date | 6/5/2019 2:35:45 AM   Msg | [ENCOUNTER] You successfully caught Elgyem!   
Date | 6/5/2019 2:34:11 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:32:01 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 29sec   
Date | 6/5/2019 2:32:01 AM   Msg | [ENCOUNTER] You successfully caught Chinchou!   
Date | 6/5/2019 2:31:31 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:30:51 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 108sec   
Date | 6/5/2019 2:30:51 AM   Msg | [ENCOUNTER] You successfully caught Noivern!   
Date | 6/5/2019 2:29:03 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:28:42 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 103sec   
Date | 6/5/2019 2:28:42 AM   Msg | [ENCOUNTER] You successfully caught Swirlix!   
Date | 6/5/2019 2:26:58 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:26:25 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 81sec   
Date | 6/5/2019 2:26:25 AM   Msg | [ENCOUNTER] You successfully caught Darumaka!   
Date | 6/5/2019 2:25:03 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:24:22 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 118sec   
Date | 6/5/2019 2:24:22 AM   Msg | [ENCOUNTER] You successfully caught Bewear!   
Date | 6/5/2019 2:22:23 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 2:21:12 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 109sec   
